    1     0.0001   0.0014  -0.15259E-04   0.11390E-05   0.56047E-01   0.75770E+01   0.40151E+03
    2     0.0088   0.1221  -0.21768E-02  -0.13155E-03   0.55914E-01   0.75355E+01   0.67943E+03
    3     0.0176   0.2423  -0.45506E-02  -0.31320E-03   0.55733E-01   0.74952E+01   0.71689E+03
    4     0.0264   0.3621  -0.70356E-02  -0.51645E-03   0.55529E-01   0.74554E+01   0.74304E+03
    5     0.0353   0.4814  -0.96069E-02  -0.73459E-03   0.55311E-01   0.74160E+01   0.76610E+03
    6     0.0443   0.6003  -0.12260E-01  -0.96647E-03   0.55079E-01   0.73770E+01   0.78639E+03
    7     0.0534   0.7188  -0.14983E-01  -0.12086E-02   0.54837E-01   0.73383E+01   0.80443E+03
    8     0.0626   0.8368  -0.17771E-01  -0.14603E-02   0.54585E-01   0.72999E+01   0.82148E+03
    9     0.0718   0.9543  -0.20623E-01  -0.17210E-02   0.54325E-01   0.72617E+01   0.83807E+03
   10     0.0811   1.0713  -0.23537E-01  -0.19904E-02   0.54055E-01   0.72238E+01   0.85376E+03
   11     0.0905   1.1879  -0.26512E-01  -0.22682E-02   0.53778E-01   0.71861E+01   0.86915E+03
   12     0.1000   1.3039  -0.29545E-01  -0.25534E-02   0.53492E-01   0.71487E+01   0.88379E+03
   13     0.1096   1.4195  -0.32646E-01  -0.28490E-02   0.53197E-01   0.71115E+01   0.89861E+03
   14     0.1192   1.5346  -0.35794E-01  -0.31494E-02   0.52896E-01   0.70745E+01   0.91295E+03
   15     0.1290   1.6491  -0.38999E-01  -0.34576E-02   0.52588E-01   0.70377E+01   0.92679E+03
   16     0.1388   1.7632  -0.42263E-01  -0.37738E-02   0.52272E-01   0.70012E+01   0.94080E+03
   17     0.1487   1.8767  -0.45583E-01  -0.40974E-02   0.51948E-01   0.69649E+01   0.95431E+03
   18     0.1587   1.9897  -0.48961E-01  -0.44292E-02   0.51617E-01   0.69288E+01   0.96798E+03
   19     0.1687   2.1021  -0.52397E-01  -0.47692E-02   0.51277E-01   0.68929E+01   0.98141E+03
   20     0.1789   2.2140  -0.55890E-01  -0.51173E-02   0.50928E-01   0.68572E+01   0.99453E+03
   21     0.1891   2.3254  -0.59440E-01  -0.54732E-02   0.50573E-01   0.68217E+01   0.10078E+04
   22     0.1995   2.4362  -0.63048E-01  -0.58373E-02   0.50209E-01   0.67865E+01   0.10208E+04
   23     0.2099   2.5465  -0.66713E-01  -0.62099E-02   0.49836E-01   0.67514E+01   0.10337E+04
   24     0.2204   2.6562  -0.70434E-01  -0.65909E-02   0.49455E-01   0.67166E+01   0.10465E+04
   25     0.2310   2.7653  -0.74214E-01  -0.69801E-02   0.49066E-01   0.66820E+01   0.10593E+04
   26     0.2417   2.8738  -0.78051E-01  -0.73779E-02   0.48668E-01   0.66476E+01   0.10720E+04
   27     0.2525   2.9818  -0.81947E-01  -0.77850E-02   0.48261E-01   0.66134E+01   0.10845E+04
   28     0.2634   3.0892  -0.85900E-01  -0.82009E-02   0.47845E-01   0.65794E+01   0.10969E+04
   29     0.2744   3.1959  -0.89913E-01  -0.86255E-02   0.47420E-01   0.65457E+01   0.11094E+04
   30     0.2855   3.3021  -0.93983E-01  -0.90593E-02   0.46986E-01   0.65122E+01   0.11217E+04
   31     0.2967   3.4077  -0.98112E-01  -0.95027E-02   0.46543E-01   0.64788E+01   0.11338E+04
   32     0.3079   3.5127  -0.10230E+00  -0.99553E-02   0.46090E-01   0.64457E+01   0.11459E+04
   33     0.3193   3.6170  -0.10653E+00  -0.10411E-01   0.45635E-01   0.64127E+01   0.11580E+04
   34     0.3308   3.7207  -0.11083E+00  -0.10883E-01   0.45163E-01   0.63800E+01   0.11699E+04
   35     0.3423   3.8238  -0.11520E+00  -0.11365E-01   0.44681E-01   0.63476E+01   0.11814E+04
   36     0.3540   3.9263  -0.11963E+00  -0.11857E-01   0.44189E-01   0.63153E+01   0.11931E+04
   37     0.3658   4.0281  -0.12411E+00  -0.12359E-01   0.43687E-01   0.62833E+01   0.12047E+04
   38     0.3777   4.1293  -0.12866E+00  -0.12872E-01   0.43174E-01   0.62515E+01   0.12161E+04
