    1     0.0001   0.0014  -0.15259E-04   0.20709E-06   0.79756E-01   0.98675E+01   0.25506E+02
    2     0.0088   0.1221  -0.15395E-02  -0.33084E-04   0.79723E-01   0.98091E+01   0.30367E+02
    3     0.0176   0.2423  -0.32194E-02  -0.98481E-04   0.79657E-01   0.97519E+01   0.32111E+02
    4     0.0264   0.3621  -0.49705E-02  -0.17412E-03   0.79582E-01   0.96951E+01   0.33299E+02
    5     0.0353   0.4814  -0.67987E-02  -0.26145E-03   0.79494E-01   0.96389E+01   0.34457E+02
    6     0.0443   0.6003  -0.86784E-02  -0.35398E-03   0.79402E-01   0.95830E+01   0.35448E+02
    7     0.0534   0.7188  -0.10607E-01  -0.45099E-03   0.79305E-01   0.95275E+01   0.36343E+02
    8     0.0626   0.8368  -0.12585E-01  -0.55273E-03   0.79203E-01   0.94723E+01   0.37200E+02
    9     0.0718   0.9543  -0.14607E-01  -0.65785E-03   0.79098E-01   0.94173E+01   0.38040E+02
   10     0.0811   1.0713  -0.16674E-01  -0.76698E-03   0.78989E-01   0.93627E+01   0.38845E+02
   11     0.0905   1.1879  -0.18785E-01  -0.87974E-03   0.78876E-01   0.93083E+01   0.39642E+02
   12     0.1000   1.3039  -0.20939E-01  -0.99576E-03   0.78760E-01   0.92541E+01   0.40412E+02
   13     0.1096   1.4195  -0.23135E-01  -0.11149E-02   0.78641E-01   0.92002E+01   0.41184E+02
   14     0.1192   1.5346  -0.25382E-01  -0.12396E-02   0.78516E-01   0.91467E+01   0.41965E+02
   15     0.1290   1.6491  -0.27660E-01  -0.13647E-02   0.78391E-01   0.90933E+01   0.42713E+02
   16     0.1388   1.7632  -0.29981E-01  -0.14934E-02   0.78262E-01   0.90402E+01   0.43472E+02
   17     0.1487   1.8767  -0.32343E-01  -0.16256E-02   0.78130E-01   0.89873E+01   0.44215E+02
   18     0.1587   1.9897  -0.34748E-01  -0.17616E-02   0.77994E-01   0.89347E+01   0.44971E+02
   19     0.1687   2.1021  -0.37196E-01  -0.19012E-02   0.77855E-01   0.88823E+01   0.45723E+02
   20     0.1789   2.2140  -0.39685E-01  -0.20442E-02   0.77712E-01   0.88302E+01   0.46465E+02
   21     0.1891   2.3254  -0.42217E-01  -0.21911E-02   0.77565E-01   0.87784E+01   0.47221E+02
   22     0.1995   2.4362  -0.44791E-01  -0.23420E-02   0.77414E-01   0.87268E+01   0.47967E+02
   23     0.2099   2.5465  -0.47407E-01  -0.24968E-02   0.77259E-01   0.86754E+01   0.48719E+02
   24     0.2204   2.6562  -0.50065E-01  -0.26559E-02   0.77100E-01   0.86243E+01   0.49472E+02
   25     0.2310   2.7653  -0.52767E-01  -0.28187E-02   0.76937E-01   0.85734E+01   0.50227E+02
   26     0.2417   2.8738  -0.55511E-01  -0.29859E-02   0.76770E-01   0.85229E+01   0.50988E+02
   27     0.2525   2.9818  -0.58299E-01  -0.31579E-02   0.76598E-01   0.84725E+01   0.51742E+02
   28     0.2634   3.0892  -0.61131E-01  -0.33347E-02   0.76421E-01   0.84224E+01   0.52504E+02
   29     0.2744   3.1959  -0.64007E-01  -0.35165E-02   0.76239E-01   0.83726E+01   0.53270E+02
